Postcode,Suburb Name,State,Long,Lat,Region 1
2850,AARONS PASS,NSW,149.602925,-32.685033,Hunter Valley exc Newcastle
6280,ABBA RIVER,WA,115.302732,-33.728945,Bunbury
6280,ABBEY,WA,115.302732,-33.728945,Bunbury
3737,ABBEYARD,VIC,146.82759,-36.554037,Hume
4613,ABBEYWOOD,QLD,151.338904,-26.279772,Wide Bay
2176,ABBOTSBURY,NSW,150.88526,-33.872014,Sydney - South West
2046,ABBOTSFORD,NSW,151.133865,-33.866044,Sydney - Inner West
3067,ABBOTSFORD,VIC,144.998203,-37.803515,Melbourne - Inner
4670,ABBOTSFORD,QLD,152.297855,-24.88776,Wide Bay
7315,ABBOTSHAM,TAS,146.072407,-41.303174,West and North West
7112,ABELS BAY,TAS,147.140014,-43.291937,South East
4627,ABERCORN,QLD,150.778657,-25.350178,Wide Bay
2795,ABERCROMBIE,NSW,149.474401,-33.820797,Central West
2795,ABERCROMBIE RIVER,NSW,149.3476918,-33.91030648,Central West
2325,ABERDARE,NSW,151.317476,-32.977861,Hunter Valley exc Newcastle
2336,ABERDEEN,NSW,151.102917,-32.14622,Hunter Valley exc Newcastle
7310,ABERDEEN,TAS,146.239406,-41.237355,West and North West
3040,ABERFELDIE,VIC,144.902556,-37.751845,Melbourne - North West
3825,ABERFELDY,VIC,146.342932,-37.978862,Latrobe - Gippsland
2350,ABERFOYLE,NSW,151.906153,-30.493397,New England and North West
5159,ABERFOYLE PARK,SA,138.603897,-35.061705,Adelaide - South
2320,ABERGLASSLYN,NSW,151.543675,-32.741737,Hunter Valley exc Newcastle
4850,ABERGOWRIE,QLD,146.49572,-18.552533,Townsville
2326,ABERMAIN,NSW,151.453148,-32.785207,Hunter Valley exc Newcastle
2325,ABERNETHY,NSW,151.317476,-32.977861,Hunter Valley exc Newcastle
4871,ABINGDON DOWNS,QLD,145.994075,-16.934184,Queensland - Outback
4892,ABINGDON DOWNS,QLD,143.3735,-14.6604,Queensland - Outback
2350,ABINGTON,NSW,151.906153,-30.493397,New England and North West
4660,ABINGTON,QLD,152.300968,-25.189298,Wide Bay
5440,ABMINGA STATION,SA,140.3153142,-32.21594669,South Australia - South East
2476,ACACIA CREEK,NSW,152.49765,-28.36456,Richmond - Tweed
2763,ACACIA GARDENS,NSW,150.89547,-33.725619,Sydney - Blacktown
822,ACACIA HILLS,NT,130.6254299,-11.75841975,Northern Territory - Outback
7306,ACACIA HILLS,TAS,146.193428,-41.465311,West and North West
2350,ACACIA PARK,NSW,151.906153,-30.493397,New England and North West
2476,ACACIA PLATEAU,NSW,152.49765,-28.36456,Richmond - Tweed
4110,ACACIA RIDGE,QLD,153.009526,-27.612178,Ipswich
4110,ACACIA RIDGE BC,QLD,153.009526,-27.612178,Ipswich
4110,ACACIA RIDGE DC,QLD,153.009526,-27.612178,Ipswich
3714,ACHERON,VIC,145.687889,-37.210538,Hume
4401,ACLAND,QLD,151.703647,-27.473135,Darling Downs - Maranoa
2601,ACTON,ACT,149.113796,-35.275863,Australian Capital Territory
7320,ACTON,TAS,145.862079,-41.08422,West and North West
6280,ACTON PARK,WA,115.302732,-33.728945,Bunbury
7170,ACTON PARK,TAS,147.449794,-42.85132,Hobart
3833,ADA,VIC,145.851865,-37.84222154,Melbourne - Outer East
2629,ADAMINABY,NSW,148.769744,-35.997349,Riverina
3984,ADAMS ESTATE,VIC,145.563979,-38.312647,Melbourne - South East
2289,ADAMSTOWN,NSW,151.71008,-32.948567,Newcastle and Lake Macquarie
2289,ADAMSTOWN HEIGHTS,NSW,151.71008,-32.948567,Newcastle and Lake Macquarie
6375,ADAMSVALE,WA,117.879836,-32.286284,Western Australia - Wheat Belt
4343,ADARE,QLD,152.224616,-27.656074,Toowoomba
4474,ADAVALE,QLD,144.495283,-25.666985,Queensland - Outback
3352,ADDINGTON,VIC,143.662387,-37.482132,Warrnambool and South West
5000,ADELAIDE,SA,138.600746,-34.92849902,Adelaide - Central and Hills
5001,ADELAIDE,SA,138.600746,-34.92849902,Adelaide - Central and Hills
5950,ADELAIDE AIRPORT,SA,138.530183,-34.945146,Adelaide - West
3465,ADELAIDE LEAD,VIC,143.611335,-37.021478,North West
4703,ADELAIDE PARK,QLD,150.894331,-23.074563,Fitzroy
846,ADELAIDE RIVER,NT,131.095002,-13.210299,Northern Territory - Outback
5005,ADELAIDE UNIVERSITY,SA,138.60351,-34.919398,Adelaide - Central and Hills
2729,ADELONG,NSW,147.923797,-35.227753,Riverina
2727,ADJUNGBILLY,NSW,148.390372,-34.983539,Riverina
4211,ADVANCETOWN,QLD,153.241258,-28.035453,Gold Coast
7150,ADVENTURE BAY,TAS,147.958441,-43.077586,South East
4870,AEROGLEN,QLD,145.742303,-16.923761,Cairns
2474,AFTERLEE,NSW,152.88504,-28.499375,Richmond - Tweed
5558,AGERY,SA,137.598449,-34.105205,Barossa - Yorke - Mid North
3962,AGNES,VIC,146.359804,-38.60357,Latrobe - Gippsland
2753,AGNES BANKS,NSW,150.646053,-33.604022,Sydney - Outer West and Blue Mountains
4677,AGNES WATER,QLD,151.727736,-24.318471,Fitzroy
6435,AGNEW,WA,120.44875,-28.219307,Western Australia - Outback
872,AHERRENGE,NT,131.298809,-21.949513,Northern Territory - Outback
3393,AILSA,VIC,142.387341,-36.257725,North West
2602,AINSLIE,ACT,149.148147,-35.248071,Australian Capital Territory
3336,AINTREE,VIC,144.6684,-37.719,Melbourne - West
4807,AIRDMILLAN,QLD,147.133033,-19.914965,Townsville
2560,AIRDS,NSW,150.768408,-34.194216,Sydney - Outer South West
3237,AIRE VALLEY,VIC,143.474392,-38.716838,Warrnambool and South West
3231,AIREYS INLET,VIC,144.106892,-38.459435,Geelong
4802,AIRLIE BEACH,QLD,148.989038,-20.271072,Mackay
2846,AIRLY,NSW,150.118609,-33.071806,Central West
3851,AIRLY,VIC,147.084398,-38.035548,Latrobe - Gippsland
3042,AIRPORT WEST,VIC,144.866305,-37.727529,Melbourne - North West
4807,AIRVILLE,QLD,147.133033,-19.914965,Townsville
4814,AITKENVALE,QLD,146.754745,-19.285821,Townsville
4814,AITKENVALE BC,QLD,146.754745,-19.285821,Townsville
6532,AJANA,WA,115.004595,-28.440886,Western Australia - Outback
7216,AKAROA,TAS,148.076401,-41.284242,Launceston and North East
2546,AKOLELE,NSW,150.225372,-36.25486,Capital Region
2084,AKUNA BAY,NSW,151.216929,-33.650999,Sydney - Northern Beaches
4820,ALABAMA HILL,QLD,146.2483755,-20.08221328,Townsville
7248,ALANVALE,TAS,147.130185,-41.397239,Launceston and North East
810,ALAWA,NT,130.866242,-12.381806,Darwin
5311,ALAWOONA,SA,140.811093,-34.721845,South Australia - South East
3424,ALBACUTYA,VIC,141.930872,-35.727789,North West
3021,ALBANVALE,VIC,144.796693,-37.743361,Melbourne - West
6330,ALBANY,WA,117.863286,-34.905438,Western Australia - Wheat Belt
6332,ALBANY,WA,115.974463,-32.046559,Western Australia - Wheat Belt
4035,ALBANY CREEK,QLD,152.979085,-27.356025,Moreton Bay - South
6331,ALBANY DC,WA,117.884,-35.0269,Western Australia - Wheat Belt
6332,ALBANY PO,WA,117.884,-35.0269,Western Australia - Wheat Belt
2873,ALBERT,NSW,147.260419,-32.269414,Central West
3206,ALBERT PARK,VIC,144.95086,-37.846534,Melbourne - Inner
5014,ALBERT PARK,SA,138.509247,-34.86475,Adelaide - West
4702,ALBERTA,QLD,150.885772,-23.279639,Fitzroy
3971,ALBERTON,VIC,146.815723,-38.631942,Latrobe - Gippsland
4207,ALBERTON,QLD,153.204523,-27.733991,Logan - Beaudesert
5014,ALBERTON,SA,138.509247,-34.86475,Adelaide - West
7263,ALBERTON,TAS,147.702655,-41.308785,Launceston and North East
3971,ALBERTON WEST,VIC,146.815723,-38.631942,Latrobe - Gippsland
4722,ALBINIA,QLD,147.41651,-24.506491,Fitzroy
3020,ALBION,VIC,144.829945,-37.777204,Melbourne - West
4010,ALBION,QLD,153.04354,-27.433237,Brisbane Inner City
4822,ALBION,QLD,142.604872,-21.32840736,Queensland - Outback
4010,ALBION BC,QLD,153.04354,-27.433237,Brisbane Inner City
4010,ALBION DC,QLD,153.04354,-27.433237,Brisbane Inner City
7050,ALBION HEIGHTS,TAS,147.298181,-42.975502,Hobart
2527,ALBION PARK,NSW,150.754592,-34.583539,Southern Highlands and Shoalhaven
2527,ALBION PARK RAIL,NSW,150.754592,-34.583539,Southern Highlands and Shoalhaven
2640,ALBURY,NSW,147.026549,-36.016196,Hume
2708,ALBURY MSC,NSW,146.914,-36.0737,Riverina
7330,ALCOMIE,TAS,145.057623,-40.782341,West and North West
2440,ALDAVILLA,NSW,153.019648,-30.375791,New England and North West
4051,ALDERLEY,QLD,153.000297,-27.427508,Brisbane Inner City
4650,ALDERSHOT,QLD,152.791302,-25.640978,Wide Bay
6306,ALDERSYDE,WA,117.140629,-32.296524,Western Australia - Wheat Belt
5154,ALDGATE,SA,138.73592,-35.023252,Adelaide - Central and Hills
5173,ALDINGA,SA,138.470002,-35.290568,Adelaide - South
5173,ALDINGA BEACH,SA,138.470002,-35.290568,Adelaide - South
4694,ALDOGA,QLD,151.121567,-23.832434,Fitzroy
2870,ALECTOWN,NSW,148.16819,-33.035496,Central West
6064,ALEXANDER HEIGHTS,WA,115.849098,-31.835333,Perth - North West
3714,ALEXANDRA,VIC,145.687889,-37.210538,Hume
4740,ALEXANDRA,QLD,149.059737,-21.33763,Mackay
6288,ALEXANDRA BRIDGE,WA,115.233622,-34.171024,Bunbury
4572,ALEXANDRA HEADLAND,QLD,153.101997,-26.671589,Sunshine Coast
4161,ALEXANDRA HILLS,QLD,153.226864,-27.533407,Brisbane - East
2015,ALEXANDRIA,NSW,151.194825,-33.910105,Sydney - City and Inner South
4825,ALEXANDRIA,QLD,137.432341,-21.017327,Northern Territory - Outback
2004,ALEXANDRIA MC,NSW,151.19,-33.908,Sydney - City and Inner South
5555,ALFORD,SA,138.191161,-33.656811,Barossa - Yorke - Mid North
2234,ALFORDS POINT,NSW,151.004412,-34.021938,Sydney - Sutherland
6154,ALFRED COVE,WA,115.825994,-32.040061,Perth - South West
3350,ALFREDTON,VIC,143.864505,-37.571941,Ballarat
2650,ALFREDTOWN,NSW,147.376202,-35.07459,Riverina
4115,ALGESTER,QLD,153.022499,-27.643845,Brisbane - South
872,ALI CURUNG,NT,131.298809,-21.949513,Northern Territory - Outback
2469,ALICE,NSW,152.5892786,-29.05366265,Richmond - Tweed
2470,ALICE,NSW,152.749759,-28.92786,Richmond - Tweed
4610,ALICE CREEK,QLD,151.522575,-26.576904,Wide Bay
4817,ALICE RIVER,QLD,146.652307,-19.310498,Townsville
870,ALICE SPRINGS,NT,133.86314,-23.702291,Northern Territory - Outback
871,ALICE SPRINGS,NT,131.298809,-21.949513,Northern Territory - Outback
872,ALICE SPRINGS,NT,131.298809,-21.949513,Northern Territory - Outback
2259,ALISON,NSW,151.377213,-33.208801,Newcastle and Lake Macquarie
2420,ALISON,NSW,151.685456,-32.239696,Mid North Coast
6038,ALKIMOS,WA,115.723047,-32.289149,Perth - North West
3823,ALLAMBEE,VIC,146.065656,-38.210382,Latrobe - Gippsland
3871,ALLAMBEE RESERVE,VIC,146.158866,-38.42207,Latrobe - Gippsland
3871,ALLAMBEE SOUTH,VIC,146.158866,-38.42207,Latrobe - Gippsland
2100,ALLAMBIE,NSW,151.257781,-33.766409,Sydney - Northern Beaches
2100,ALLAMBIE HEIGHTS,NSW,151.257781,-33.766409,Sydney - Northern Beaches
4370,ALLAN,QLD,151.9514612,-28.195678,Darling Downs - Maranoa
2320,ALLANDALE,NSW,151.543675,-32.741737,Hunter Valley exc Newcastle
4310,ALLANDALE,QLD,152.600598,-28.121399,Ipswich
5723,ALLANDALE STATION,SA,135.5333868,-27.79517514,South Australia - Outback
6525,ALLANOOKA,WA,115.098073,-29.327323,Western Australia - Outback
3691,ALLANS FLAT,VIC,147.880991,-36.027154,Hume
3277,ALLANSFORD,VIC,142.660221,-38.389835,Warrnambool and South West
6225,ALLANSON,WA,116.204886,-33.35257,Western Australia - Wheat Belt
2218,ALLAWAH,NSW,151.117453,-33.973161,Sydney - Inner South West
2671,ALLEENA,NSW,147.308172,-33.839275,Central West
5009,ALLENBY GARDENS,SA,138.542493,-34.896906,Adelaide - West
3364,ALLENDALE,VIC,143.907186,-37.334655,Bendigo
5291,ALLENDALE EAST,SA,140.719634,-37.927953,South Australia - South East
5373,ALLENDALE NORTH,SA,138.930335,-34.303007,Barossa - Yorke - Mid North
7150,ALLENS RIVULET,TAS,147.958441,-43.077586,South East
4700,ALLENSTOWN,QLD,150.958111,-23.180174,Fitzroy
4285,ALLENVIEW,QLD,152.975131,-28.056979,Logan - Beaudesert
3305,ALLESTREE,VIC,141.437227,-38.235475,Warrnambool and South West
2441,ALLGOMERA,NSW,152.7955009,-30.81816175,Mid North Coast
2441,ALLGOMERA CREEK,NSW,152.831369,-30.816097,Mid North Coast
4740,ALLIGATOR CREEK,QLD,149.059737,-21.33763,Mackay
4816,ALLIGATOR CREEK,QLD,146.791529,-19.787858,Townsville
4850,ALLINGHAM,QLD,146.49572,-18.552533,Townsville
4362,ALLORA,QLD,151.841358,-28.050522,Darling Downs - Maranoa
4670,ALLOWAY,QLD,152.297855,-24.88776,Wide Bay
2425,ALLWORTH,NSW,152.002451,-32.417598,Mid North Coast
2311,ALLYNBROOK,NSW,151.522527,-32.3438,Hunter Valley exc Newcastle
3465,ALMA,VIC,143.611335,-37.021478,North West
5401,ALMA,SA,138.659866,-34.29774,Barossa - Yorke - Mid North
6535,ALMA,WA,114.852437,-27.832196,Western Australia - Outback
2659,ALMA PARK,NSW,146.767477,-35.610147,Murray
4871,ALMADEN,QLD,145.994075,-16.934184,Queensland - Outback
3727,ALMONDS,VIC,145.957776,-36.242443,Shepparton
3979,ALMURTA,VIC,145.591284,-38.44818,Latrobe - Gippsland
7150,ALONNAH,TAS,147.958441,-43.077586,South East
4871,ALOOMBA,QLD,145.994075,-16.934184,Queensland - Outback
5730,ALPANA,SA,138.5935035,-31.12462639,South Australia - Outback
4724,ALPHA,QLD,146.840497,-23.642723,Queensland - Outback
3078,ALPHINGTON,VIC,145.025853,-37.778298,Melbourne - Inner
2575,ALPINE,NSW,150.342214,-34.347195,Southern Highlands and Shoalhaven
4825,ALPURRURULAM,QLD,137.432341,-21.017327,Northern Territory - Outback
4825,ALROY,QLD,137.432341,-21.017327,Northern Territory - Outback
4702,ALSACE,QLD,150.885772,-23.279639,Fitzroy
2477,ALSTONVALE,NSW,153.427314,-28.907675,Richmond - Tweed
2477,ALSTONVILLE,NSW,153.427314,-28.907675,Richmond - Tweed
4109,ALTANDI,QLD,153.057452,-27.57925,Brisbane - South
4702,ALTON DOWNS,QLD,150.885772,-23.279639,Fitzroy
5733,ALTON DOWNS STATION,SA,138.9717811,-26.32008739,South Australia - Outback
3018,ALTONA,VIC,144.812736,-37.86172,Melbourne - West
5351,ALTONA,SA,138.897802,-34.638218,Barossa - Yorke - Mid North
3025,ALTONA EAST,VIC,144.839704,-37.835562,Melbourne - West
3025,ALTONA GATE,VIC,144.839704,-37.835562,Melbourne - West
3028,ALTONA MEADOWS,VIC,144.777165,-37.875066,Melbourne - West
3025,ALTONA NORTH,VIC,144.839704,-37.835562,Melbourne - West
2460,ALUMY CREEK,NSW,153.271074,-29.320772,New England and North West
4807,ALVA,QLD,147.133033,-19.914965,Townsville
3249,ALVIE,VIC,143.557159,-38.388291,Warrnambool and South West
885,ALYANGULA,NT,136.420066,-13.85078586,Northern Territory - Outback
4570,AMAMOOR,QLD,152.616943,-26.153831,Wide Bay
4570,AMAMOOR CREEK,QLD,152.616943,-26.153831,Wide Bay
2866,AMAROO,NSW,148.904531,-33.007264,Far West and Orana
2914,AMAROO,ACT,149.125877,-35.170334,Australian Capital Territory
4829,AMAROO,QLD,140.22124,-23.329938,Queensland - Outback
872,AMATA,NT,131.298809,-21.949513,Northern Territory - Outback
872,AMATA,SA,131.1738799,-26.12766197,Northern Territory - Outback
6632,AMBANIA,WA,115.338356,-28.619887,Western Australia - Outback
2560,AMBARVALE,NSW,150.768408,-34.194216,Sydney - Outer South West
4871,AMBER,QLD,144.2385409,-17.72028371,Queensland - Outback
6280,AMBERGATE,WA,115.302732,-33.728945,Bunbury
4306,AMBERLEY,QLD,152.725408,-27.480898,Wide Bay
7310,AMBLESIDE,TAS,146.239406,-41.237355,West and North West
4695,AMBROSE,QLD,150.965859,-23.807115,Fitzroy
4462,AMBY,QLD,148.190376,-26.509225,Darling Downs - Maranoa
6338,AMELUP,WA,118.657118,-34.362864,Western Australia - Wheat Belt
5222,AMERICAN BEACH,SA,137.924659,-35.803421,South Australia - South East
5221,AMERICAN RIVER,SA,137.72022,-35.793776,South Australia - South East
3371,AMHERST,VIC,143.635622,-37.196938,Ballarat
4352,AMIENS,QLD,151.94182,-27.627661,Toowoomba
4380,AMIENS,QLD,151.8126377,-28.60158006,Darling Downs - Maranoa
4183,AMITY,QLD,153.451696,-27.545157,Brisbane - East
4183,AMITY POINT,QLD,153.451696,-27.545157,Brisbane - East
2800,AMMERDOWN,NSW,149.116263,-33.233929,Central West
872,AMOONGUNA,NT,131.298809,-21.949513,Northern Territory - Outback
873,AMOONGUNA,NT,133.9050112,-23.74471408,Northern Territory - Outback
3825,AMOR,VIC,146.342932,-37.978862,Latrobe - Gippsland
4380,AMOSFIELD,NSW,152.0579789,-28.65836586,Darling Downs - Maranoa
3377,AMPHITHEATRE,VIC,142.956916,-37.231524,North West
3468,AMPHITHEATRE,VIC,143.379493,-37.261481,Ballarat
872,AMPILATWATJA,NT,131.298809,-21.949513,Northern Territory - Outback
5431,AMYTON,SA,138.883978,-32.212021,Barossa - Yorke - Mid North
2648,ANABRANCH NORTH,NSW,141.8018461,-33.29624634,Murray
2648,ANABRANCH SOUTH,NSW,141.6901075,-33.71600464,Murray
3213,ANAKIE,VIC,144.2894,-37.9406,Warrnambool and South West
3221,ANAKIE,VIC,144.427419,-38.181608,Warrnambool and South West
4702,ANAKIE,QLD,150.885772,-23.279639,Fitzroy
4702,ANAKIE SIDING,QLD,149.782526,-24.325475,Fitzroy
5464,ANAMA,SA,138.39411,-33.676424,Barossa - Yorke - Mid North
2320,ANAMBAH,NSW,151.543675,-32.741737,Hunter Valley exc Newcastle
872,ANANGU PITJANTJATJARA YANKUNYTJATJARA,NT,131.298809,-21.949513,Northern Territory - Outback
872,ANATYE,NT,131.298809,-21.949513,Northern Territory - Outback
3715,ANCONA,VIC,145.739419,-36.985747,Hume
5722,ANDAMOOKA,SA,137.197175,-30.779803,South Australia - Outback
5722,ANDAMOOKA STATION,SA,137.1683897,-30.65609741,South Australia - Outback
4740,ANDERGROVE,QLD,149.059737,-21.33763,Mackay
4570,ANDERLEIGH,QLD,152.616943,-26.153831,Wide Bay
3995,ANDERSON,VIC,145.630713,-38.578071,Latrobe - Gippsland
2631,ANDO,NSW,149.306729,-36.529386,Capital Region
7120,ANDOVER,TAS,147.48727,-42.31694,South East
5454,ANDREWS,SA,138.604466,-33.531714,Barossa - Yorke - Mid North
5114,ANDREWS FARM,SA,138.754254,-34.718681,Barossa - Yorke - Mid North
4800,ANDROMACHE,QLD,148.516317,-20.465423,Mackay
4355,ANDURAMBA,QLD,152.008635,-27.18463,Darling Downs - Maranoa
2621,ANEMBO,NSW,149.484038,-35.4698,Capital Region
5255,ANGAS PLAINS,SA,138.975861,-35.248539,South Australia - South East
5238,ANGAS VALLEY,SA,139.497207,-34.867709,South Australia - South East
5353,ANGASTON,SA,139.326979,-34.577328,South Australia - South East
4455,ANGELLALA,QLD,148.690231,-26.73282,Darling Downs - Maranoa
6642,ANGELO RIVER,WA,118.554936,-25.639378,Western Australia - Outback
5732,ANGEPENA,SA,138.8558557,-30.65815918,South Australia - Outback
3393,ANGIP,VIC,142.387341,-36.257725,North West
5010,ANGLE PARK,SA,138.558318,-34.857497,Adelaide - West
5117,ANGLE VALE,SA,138.636537,-34.641267,Adelaide - North
2550,ANGLEDALE,NSW,149.699222,-36.737758,Capital Region
2832,ANGLEDOOL,NSW,147.983033,-29.958521,Far West and Orana
2834,ANGLEDOOL,NSW,147.9287091,-29.12157608,Far West and Orana
4216,ANGLERS PARADISE,QLD,153.419405,-27.839347,Gold Coast
2629,ANGLERS REACH,NSW,148.769744,-35.997349,Riverina
3898,ANGLERS REST,VIC,147.464799,-37.066169,Latrobe - Gippsland
3230,ANGLESEA,VIC,144.176397,-38.409363,Geelong
5730,ANGORIGINA,SA,138.8092965,-31.10308751,South Australia - Outback
2464,ANGOURIE,NSW,153.334228,-29.484556,Coffs Harbour - Grafton
822,ANGURUGU,NT,130.6254299,-11.75841975,Northern Territory - Outback
2765,ANGUS,NSW,150.79576,-33.672237,Sydney - Outer West and Blue Mountains
2845,ANGUS PLACE,NSW,150.04201,-33.404961,Central West
822,ANINDILYAKWA,NT,130.6254299,-11.75841975,Northern Territory - Outback
6167,ANKETELL,WA,115.835308,-32.223657,Perth - South West
872,ANMATJERE,NT,131.298809,-21.949513,Northern Territory - Outback
2316,ANNA BAY,NSW,152.083274,-32.776919,Hunter Valley exc Newcastle
5723,ANNA CREEK,SA,136.5709367,-28.628566,South Australia - Outback
5356,ANNADALE,SA,139.3720816,-34.39697297,South Australia - South East
2038,ANNANDALE,NSW,151.170165,-33.881624,Sydney - Inner West
4814,ANNANDALE,QLD,146.754745,-19.285821,Townsville
2156,ANNANGROVE,NSW,150.974528,-33.656984,Sydney - Baulkham Hills and Hawkesbury
4103,ANNERLEY,QLD,153.028768,-27.512175,Brisbane - South
4103,ANNERLEY DC,QLD,153.028768,-27.512175,Brisbane - South
822,ANNIE RIVER,NT,130.6254299,-11.75841975,Northern Territory - Outback
6280,ANNIEBROOK,WA,115.302732,-33.728945,Bunbury
3549,ANNUELLO,VIC,142.820973,-34.766049,North West
7216,ANSONS BAY,TAS,148.076401,-41.284242,Launceston and North East
7264,ANSONS BAY,TAS,148.1887585,-41.08241309,Launceston and North East
4070,ANSTEAD,QLD,152.871141,-27.559944,Ipswich
5222,ANTECHAMBER BAY,SA,137.924659,-35.803421,South Australia - South East
872,ANTEWENEGERRDE,NT,131.298809,-21.949513,Northern Territory - Outback
4310,ANTHONY,QLD,152.600598,-28.121399,Ipswich
4825,ANTHONYS LAGOON,QLD,137.432341,-21.017327,Northern Territory - Outback
4650,ANTIGUA,QLD,152.791302,-25.640978,Wide Bay
7120,ANTILL PONDS,TAS,147.48727,-42.31694,South East
6714,ANTONYMYRE,WA,116.349933,-21.145063,Western Australia - Outback
3414,ANTWERP,VIC,142.093883,-36.388628,North West
812,ANULA,NT,130.89047,-12.39124885,Darwin
5237,APAMURRA,SA,139.191868,-34.823114,South Australia - South East
5413,APOINGA,SA,138.883459,-34.080278,Barossa - Yorke - Mid North
3233,APOLLO BAY,VIC,143.671777,-38.679417,Warrnambool and South West
7150,APOLLO BAY,TAS,147.958441,-43.077586,South East
5480,APPILA,SA,138.319834,-33.125751,Barossa - Yorke - Mid North
2560,APPIN,NSW,150.768408,-34.194216,Sydney - Outer South West
3579,APPIN,VIC,143.769445,-35.767974,North West
3677,APPIN PARK,VIC,146.330564,-36.358017,Hume
3579,APPIN SOUTH,VIC,143.769445,-35.767974,North West
4660,APPLE TREE CREEK,QLD,152.300968,-25.189298,Wide Bay
2850,APPLE TREE FLAT,NSW,149.602925,-32.685033,Hunter Valley exc Newcastle
2340,APPLEBY,NSW,151.138322,-31.333592,New England and North West
6153,APPLECROSS,WA,115.837525,-32.024363,Perth - South West
6953,APPLECROSS,WA,115.837525,-32.024363,Perth - South West
6153,APPLECROSS NORTH,WA,115.837525,-32.024363,Perth - South West
4378,APPLETHORPE,QLD,151.955491,-28.613948,Darling Downs - Maranoa
2330,APPLETREE FLAT,NSW,150.972137,-32.760486,Sydney - Baulkham Hills and Hawkesbury
7190,APSLAWN,TAS,148.091696,-42.62988,South East
2820,APSLEY,NSW,148.989227,-32.553282,Far West and Orana
3319,APSLEY,VIC,141.051389,-36.873961,North West
7030,APSLEY,TAS,146.958381,-42.304288,South East
2630,ARABLE,NSW,149.129166,-36.177296,Capital Region
2431,ARAKOON,NSW,153.053789,-30.925233,Mid North Coast
870,ARALUEN,NT,133.853957,-23.6967102,Northern Territory - Outback
2622,ARALUEN,NSW,149.752107,-35.628428,Southern Highlands and Shoalhaven
4570,ARALUEN,QLD,152.616943,-26.153831,Wide Bay
2622,ARALUEN NORTH,NSW,149.752107,-35.628428,Southern Highlands and Shoalhaven
4726,ARAMAC,QLD,145.486391,-22.536444,Queensland - Outback
4620,ARAMARA,QLD,152.280868,-25.557047,Wide Bay
4054,ARANA HILLS,QLD,152.956014,-27.409817,Moreton Bay - South
4625,ARANBANGA,QLD,151.644182,-25.571054,Wide Bay
2614,ARANDA,ACT,149.049796,-35.257315,Australian Capital Territory
3409,ARAPILES,VIC,141.8632367,-36.72484337,North West
3377,ARARAT,VIC,142.956916,-37.231524,North West
3377,ARARAT EAST,VIC,142.956916,-37.231524,North West
2714,ARATULA,NSW,145.2868727,-35.77427101,Shepparton
4309,ARATULA,QLD,152.523366,-27.98728,Ipswich
3951,ARAWATA,VIC,145.798419,-38.47372,Latrobe - Gippsland
4892,ARBOUIN,QLD,143.3735,-14.6604,Queensland - Outback
3858,ARBUCKLE,VIC,146.8291658,-37.3690401,Latrobe - Gippsland
2159,ARCADIA,NSW,151.084146,-33.539148,Sydney - Baulkham Hills and Hawkesbury
3631,ARCADIA,VIC,145.526693,-36.428694,Shepparton
4819,ARCADIA,QLD,146.831766,-19.143944,Townsville
4819,ARCADIA BAY,QLD,146.831766,-19.143944,Townsville
3631,ARCADIA SOUTH,VIC,145.526693,-36.428694,Shepparton
2283,ARCADIA VALE,NSW,151.57181,-33.019117,Newcastle and Lake Macquarie
4454,ARCADIA VALLEY,QLD,148.672028,-25.724492,Darling Downs - Maranoa
3475,ARCHDALE,VIC,143.51213,-36.70633,North West
3475,ARCHDALE JUNCTION,VIC,143.51213,-36.70633,North West
830,ARCHER,NT,130.9580765,-12.52139649,Darwin
4892,ARCHER RIVER,QLD,143.3735,-14.6604,Queensland - Outback
4108,ARCHERFIELD,QLD,153.020197,-27.568359,Brisbane - South
4108,ARCHERFIELD BC,QLD,145.7740021,-19.7061005,Brisbane - South
3723,ARCHERTON,VIC,146.256507,-36.894465,Latrobe - Gippsland
3995,ARCHIES CREEK,VIC,145.630713,-38.578071,Latrobe - Gippsland
5723,ARCKARINGA,SA,134.8820416,-27.83796038,South Australia - Outback
5720,ARCOONA,SA,136.9754357,-31.11831978,South Australia - Outback
4702,ARCTURUS,QLD,149.782526,-24.325475,Fitzroy
6419,ARDATH,WA,118.097777,-32.031182,Western Australia - Wheat Belt
3022,ARDEER,VIC,144.793961,-37.795937,Melbourne - West
2338,ARDGLEN,NSW,151.029159,-31.735174,New England and North West
2358,ARDING,NSW,151.297519,-30.540297,New England and North West
2665,ARDLETHAN,NSW,146.841533,-34.313241,Riverina
3629,ARDMONA,VIC,145.260653,-36.287306,Shepparton
6153,ARDROSS,WA,115.837525,-32.024363,Perth - South West
5571,ARDROSSAN,SA,137.811541,-34.51494,Barossa - Yorke - Mid North
3480,AREEGRA,VIC,142.968057,-36.31227,North West
872,AREYONGA,NT,131.298809,-21.949513,Northern Territory - Outback
2720,ARGALONG,NSW,148.383619,-35.379935,Riverina
2284,ARGENTON,NSW,151.621183,-32.953236,Newcastle and Lake Macquarie
2449,ARGENTS HILL,NSW,152.737629,-30.62816,Mid North Coast
2707,ARGOON,NSW,145.807866,-34.768863,Riverina
4702,ARGOON,QLD,150.885772,-23.279639,Fitzroy
2350,ARGYLE,NSW,151.906153,-30.493397,New England and North West
3523,ARGYLE,VIC,144.768359,-36.837461,Shepparton
